Bid Item Category,Bid Item Num,Bid Item Number,Bid Item Description,Quantity,UOM
623,9000,623-09000,Booster Pump,0,EACH
623,9100,623-09100,Submersible Pump (w/Valving and Controls),0,EACH
623,9900,623-09900,Sprinkler System,0,L S
623,9905,623-09905,Irrigation Assembly,0,EACH
623,9907,623-09907,Infiltration Gallery,0,EACH
623,9910,623-09910,Portable Sprinkling System,0,HOUR
623,9950,623-09950,Irrigation Wells,0,LF
623,9960,623-09960,Pump System,0,L S
624,11008,624-11008,8 Inch Culvert Pipe (CR 1),0,LF
624,11012,624-11012,12 Inch Culvert Pipe (CR 1),0,LF
624,11015,624-11015,15 Inch Culvert Pipe (CR 1),0,LF
624,11018,624-11018,18 Inch Culvert Pipe (CR 1),0,LF
624,11024,624-11024,24 Inch Culvert Pipe (CR 1),0,LF
624,11030,624-11030,30 Inch Culvert Pipe (CR 1),0,LF
624,11036,624-11036,36 Inch Culvert Pipe (CR 1),0,LF
624,11042,624-11042,42 Inch Culvert Pipe (CR 1),0,LF
624,11048,624-11048,48 Inch Culvert Pipe (CR 1),0,LF
624,11060,624-11060,60 Inch Culvert Pipe (CR 1),0,LF
624,11072,624-11072,72 Inch Culvert Pipe (CR 1),0,LF
624,11078,624-11078,78 Inch Culvert Pipe (CR 1),0,LF
624,11084,624-11084,84 Inch Culvert Pipe (CR 1),0,LF
624,11090,624-11090,90 Inch Culvert Pipe (CR 1),0,LF
624,11114,624-11114,114 Inch Culvert Pipe (CR 1),0,LF
624,12012,624-12012,12 Inch Culvert Pipe (CR 2),0,LF
624,12015,624-12015,15 Inch Culvert Pipe (CR 2),0,LF
624,12018,624-12018,18 Inch Culvert Pipe (CR 2),0,LF
624,12024,624-12024,24 Inch Culvert Pipe (CR 2),0,LF
624,12030,624-12030,30 Inch Culvert Pipe (CR 2),0,LF
624,12036,624-12036,36 Inch Culvert Pipe (CR 2),0,LF
624,12042,624-12042,42 Inch Culvert Pipe (CR 2),0,LF
624,12048,624-12048,48 Inch Culvert Pipe (CR 2),0,LF
624,12054,624-12054,54 Inch Culvert Pipe (CR 2),0,LF
624,12060,624-12060,60 Inch Culvert Pipe (CR 2),0,LF
624,12066,624-12066,66 Inch Culvert Pipe (CR 2),0,LF
624,12072,624-12072,72 Inch Culvert Pipe (CR 2),0,LF
624,12084,624-12084,84 Inch Culvert Pipe (CR 2),0,LF
624,13012,624-13012,12 Inch Culvert Pipe (CR 3),0,LF
624,13015,624-13015,15 Inch Culvert Pipe (CR 3),0,LF
624,13018,624-13018,18 Inch Culvert Pipe (CR 3),0,LF
624,13024,624-13024,24 Inch Culvert Pipe (CR 3),0,LF
624,13030,624-13030,30 Inch Culvert Pipe (CR 3),0,LF
624,13036,624-13036,36 Inch Culvert Pipe (CR 3),0,LF
624,13042,624-13042,42 Inch Culvert Pipe (CR 3),0,LF
624,13048,624-13048,48 Inch Culvert Pipe (CR 3),0,LF
624,13054,624-13054,54 Inch Culvert Pipe (CR 3),0,LF
624,13060,624-13060,60 Inch Culvert Pipe (CR 3),0,LF
624,13066,624-13066,66 Inch Culvert Pipe (CR 3),0,LF
624,13072,624-13072,72 Inch Culvert Pipe (CR 3),0,LF
624,13078,624-13078,78 Inch Culvert Pipe (CR 3),0,LF
624,13084,624-13084,84 Inch Culvert Pipe (CR 3),0,LF
624,13108,624-13108,108 Inch Culvert Pipe (CR 3),0,LF
624,14006,624-14006,6 Inch Culvert Pipe (CR 4),0,LF
624,14012,624-14012,12 Inch Culvert Pipe (CR 4),0,LF
624,14015,624-14015,15 Inch Culvert Pipe (CR 4),0,LF
624,14018,624-14018,18 Inch Culvert Pipe (CR 4),0,LF
624,14021,624-14021,21 Inch Culvert Pipe (CR 4),0,LF
624,14024,624-14024,24 Inch Culvert Pipe (CR 4),0,LF
624,14030,624-14030,30 Inch Culvert Pipe (CR 4),0,LF
624,14036,624-14036,36 Inch Culvert Pipe (CR 4),0,LF
624,14042,624-14042,42 Inch Culvert Pipe (CR 4),0,LF
624,14048,624-14048,48 Inch Culvert Pipe (CR 4),0,LF
624,14054,624-14054,54 Inch Culvert Pipe (CR 4),0,LF
624,14060,624-14060,60 Inch Culvert Pipe (CR 4),0,LF
624,14066,624-14066,66 Inch Culvert Pipe (CR 4),0,LF
624,14072,624-14072,72 Inch Culvert Pipe (CR 4),0,LF
624,14084,624-14084,84 Inch Culvert Pipe (CR 4),0,LF
624,14096,624-14096,96 Inch Culvert Pipe (CR 4),0,LF
624,15006,624-15006,6 Inch Culvert Pipe (CR 5),0,LF
624,15012,624-15012,12 Inch Culvert Pipe (CR 5),0,LF
624,15018,624-15018,18 Inch Culvert Pipe (CR 5),0,LF
624,15024,624-15024,24 Inch Culvert Pipe (CR 5),0,LF
624,15030,624-15030,30 Inch Culvert Pipe (CR 5),0,LF
624,15036,624-15036,36 Inch Culvert Pipe (CR 5),0,LF
624,15042,624-15042,42 Inch Culvert Pipe (CR 5),0,LF
624,15048,624-15048,48 Inch Culvert Pipe (CR 5),0,LF
624,15054,624-15054,54 Inch Culvert Pipe (CR 5),0,LF
624,15060,624-15060,60 Inch Culvert Pipe (CR 5),0,LF
624,15072,624-15072,72 Inch Culvert Pipe (CR 5),0,LF
624,15078,624-15078,78 Inch Culvert Pipe (CR 5),0,LF
624,15084,624-15084,84 Inch Culvert Pipe (CR 5),0,LF
624,15090,624-15090,90 Inch Culvert Pipe (CR 5),0,LF
624,15096,624-15096,96 Inch Culvert Pipe (CR 5),0,LF
624,15120,624-15120,120 Inch Culvert Pipe (CR 5),0,LF
624,16008,624-16008,8 Inch Culvert Pipe (CR 6),0,LF
624,16012,624-16012,12 Inch Culvert Pipe (CR 6),0,LF
624,16015,624-16015,15 Inch Culvert Pipe (CR 6),0,LF
624,16018,624-16018,18 Inch Culvert Pipe (CR 6),0,LF
624,16024,624-16024,24 Inch Culvert Pipe (CR 6),0,LF
624,16030,624-16030,30 Inch Culvert Pipe (CR 6),0,LF
624,16036,624-16036,36 Inch Culvert Pipe (CR 6),0,LF
624,16042,624-16042,42 Inch Culvert Pipe (CR 6),0,LF
624,16048,624-16048,48 Inch Culvert Pipe (CR 6),0,LF
624,16060,624-16060,60 Inch Culvert Pipe (CR 6),0,LF
624,16072,624-16072,72 Inch Culvert Pipe (CR 6),0,LF
624,16084,624-16084,84 Inch Culvert Pipe (CR 6),0,LF
624,20006,624-20006,6 Inch Drainage Pipe (Class 0),0,LF
624,20007,624-20007,6 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20008,624-20008,8 Inch Drainage Pipe (Class 0),0,LF
624,20009,624-20009,8 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20010,624-20010,10 Inch Drainage Pipe (Class 0),0,LF
624,20011,624-20011,10 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20012,624-20012,12 Inch Drainage Pipe (Class 0),0,LF
624,20013,624-20013,12 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20014,624-20014,12 Inch Drainage Pipe End Section,0,EACH
624,20015,624-20015,15 Inch Drainage Pipe (Class 0),0,LF
624,20016,624-20016,15 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20017,624-20017,15 Inch Drainage Pipe End Section,0,EACH
624,20018,624-20018,18 Inch Drainage Pipe (Class 0),0,LF
624,20019,624-20019,18 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20021,624-20021,21 Inch Drainage Pipe (Class 0),0,LF
624,20022,624-20022,21 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20024,624-20024,24 Inch Drainage Pipe (Class 0),0,LF
624,20025,624-20025,24 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20027,624-20027,27 Inch Drainage Pipe (Class 0),0,LF
624,20028,624-20028,27 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20030,624-20030,30 Inch Drainage Pipe (Class 0),0,LF
624,20031,624-20031,30 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20036,624-20036,36 Inch Drainage Pipe (Class 0),0,LF
624,20037,624-20037,36 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20042,624-20042,42 Inch Drainage Pipe (Class 0),0,LF
624,20043,624-20043,42 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20048,624-20048,48 Inch Drainage Pipe (Class 0),0,LF
624,20049,624-20049,48 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20054,624-20054,54 Inch Drainage Pipe (Class 0),0,LF
624,20055,624-20055,54 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20060,624-20060,60 Inch Drainage Pipe (Class 0),0,LF
624,20061,624-20061,60 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20066,624-20066,66 Inch Drainage Pipe (Class 0),0,LF
624,20067,624-20067,66 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20072,624-20072,72 Inch Drainage Pipe (Class 0),0,LF
624,20073,624-20073,72 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20078,624-20078,78 Inch Drainage Pipe (Class 0),0,LF
624,20079,624-20079,78 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20084,624-20084,84 Inch drainage Pipe (Class 0),0,LF
624,20085,624-20085,84 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20090,624-20090,90 Inch Drainage Pipe (Class 0),0,LF
624,20091,624-20091,90 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20096,624-20096,96 Inch Drainage Pipe (Class 0),0,LF
624,20097,624-20097,96 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20108,624-20108,108 Inch Drainage Pipe (Class 0),0,LF
624,20109,624-20109,108 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20114,624-20114,114 Inch Drainage Pipe (Class 0),0,LF
624,20115,624-20115,114 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20120,624-20120,120 Inch Drainage Pipe (Class 0),0,LF
624,20121,624-20121,120 Inch Drainage Pipe (Class 0) (Complete In Place),0,LF
624,20300,624-20300,Detour Drainage Pipe (Class 0),0,LF
624,20301,624-20301,Detour Drainage Pipe (Class 0),0,L S
624,21006,624-21006,6 Inch Drainage Pipe (Class 1),0,LF
624,21007,624-21007,6 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21008,624-21008,8 Inch Drainage Pipe (Class 1),0,LF
624,21009,624-21009,8 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21010,624-21010,10 Inch Drainage Pipe (Class 1),0,LF
624,21011,624-21011,10 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21012,624-21012,12 Inch Drainage Pipe (Class 1),0,LF
624,21013,624-21013,12 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21015,624-21015,15 Inch Drainage Pipe (Class 1),0,LF
624,21016,624-21016,15 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21018,624-21018,18 Inch Drainage Pipe (Class 1),0,LF
624,21019,624-21019,18 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21021,624-21021,21 Inch Drainage Pipe (Class 1),0,LF
624,21022,624-21022,21 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21024,624-21024,24 Inch Drainage Pipe (Class 1),0,LF
624,21025,624-21025,24 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21027,624-21027,27 Inch Drainage Pipe (Class 1),0,LF
624,21028,624-21028,27 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21030,624-21030,30 Inch Drainage Pipe (Class 1),0,LF
624,21031,624-21031,30 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21036,624-21036,36 Inch Drainage Pipe (Class 1),0,LF
624,21037,624-21037,36 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21042,624-21042,42 Inch Drainage Pipe (Class 1),0,LF
624,21043,624-21043,42 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21048,624-21048,48 Inch Drainage Pipe (Class 1),0,LF
624,21049,624-21049,48 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21054,624-21054,54 Inch Drainage Pipe (Class 1),0,LF
624,21055,624-21055,54 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21060,624-21060,60 Inch Drainage Pipe (Class 1),0,LF
624,21061,624-21061,60 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21066,624-21066,66 Inch Drainage Pipe (Class 1),0,LF
624,21067,624-21067,66 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21072,624-21072,72 Inch Drainage Pipe (Class 1),0,LF
624,21073,624-21073,72 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21078,624-21078,78 Inch Drainage Pipe (Class 1),0,LF
624,21079,624-21079,78 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21084,624-21084,84 Inch Drainage Pipe (Class 1),0,LF
624,21085,624-21085,84 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21090,624-21090,90 Inch Drainage Pipe (Class 1),0,LF
624,21091,624-21091,90 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21096,624-21096,96 Inch Drainage Pipe (Class 1),0,LF
624,21097,624-21097,96 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21108,624-21108,108 Inch Drainage Pipe (Class 1),0,LF
624,21109,624-21109,108 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21114,624-21114,114 Inch Drainage Pipe (Class 1),0,LF
624,21115,624-21115,114 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,21120,624-21120,120 Inch Drainage Pipe (Class 1),0,LF
624,21121,624-21121,120 Inch Drainage Pipe (Class 1) (Complete In Place),0,LF
624,22006,624-22006,6 Inch Drainage Pipe (Class 2),0,LF
624,22007,624-22007,6 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22008,624-22008,8 Inch Drainage Pipe (Class 2),0,LF
624,22009,624-22009,8 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22010,624-22010,10 Inch Drainage Pipe (Class 2),0,LF
624,22011,624-22011,10 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22012,624-22012,12 Inch Drainage Pipe (Class 2),0,LF
624,22013,624-22013,12 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22015,624-22015,15 Inch Drainage Pipe (Class 2),0,LF
624,22016,624-22016,15 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22018,624-22018,18 Inch Drainage Pipe (Class 2),0,LF
624,22019,624-22019,18 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22021,624-22021,21 Inch Drainage Pipe (Class 2),0,LF
624,22022,624-22022,21 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22024,624-22024,24 Inch Drainage Pipe (Class 2),0,LF
624,22025,624-22025,24 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22027,624-22027,27 Inch Drainage Pipe (Class 2),0,LF
624,22028,624-22028,27 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22030,624-22030,30 Inch Drainage Pipe (Class 2),0,LF
624,22031,624-22031,30 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22036,624-22036,36 Inch Drainage Pipe (Class 2),0,LF
624,22037,624-22037,36 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22042,624-22042,42 Inch Drainage Pipe (Class 2),0,LF
624,22043,624-22043,42 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22048,624-22048,48 Inch Drainage Pipe (Class 2),0,LF
624,22049,624-22049,48 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22054,624-22054,54 Inch Drainage Pipe (Class 2),0,LF
624,22055,624-22055,54 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22060,624-22060,60 Inch Drainage Pipe (Class 2),0,LF
624,22061,624-22061,60 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22066,624-22066,66 Inch Drainage Pipe (Class 2),0,LF
624,22067,624-22067,66 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22072,624-22072,72 Inch Drainage Pipe (Class 2),0,LF
624,22073,624-22073,72 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22078,624-22078,78 Inch Drainage Pipe (Class 2),0,LF
624,22079,624-22079,78 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22084,624-22084,84 Inch Drainage Pipe (Class 2),0,LF
624,22085,624-22085,84 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22090,624-22090,90 Inch Drainage Pipe (Class 2),0,LF
624,22091,624-22091,90 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22096,624-22096,96 Inch Drainage Pipe (Class 2),0,LF
624,22097,624-22097,96 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22108,624-22108,108 Inch Drainage Pipe (Class 2),0,LF
624,22109,624-22109,108 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22114,624-22114,114 Inch Drainage Pipe (Class 2),0,LF
624,22115,624-22115,114 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,22120,624-22120,120 Inch Drainage Pipe (Class 2),0,LF
624,22121,624-22121,120 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF
624,23006,624-23006,6 Inch Drainage Pipe (Class 3),0,LF
624,23007,624-23007,6 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23008,624-23008,8 Inch Drainage Pipe (Class 3),0,LF
624,23009,624-23009,8 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23010,624-23010,10 Inch Drainage Pipe (Class 3),0,LF
624,23011,624-23011,10 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23012,624-23012,12 Inch Drainage Pipe (Class 3),0,LF
624,23013,624-23013,12 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23015,624-23015,15 Inch Drainage Pipe (Class 3),0,LF
624,23016,624-23016,15 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23018,624-23018,18 Inch Drainage Pipe (Class 3),0,LF
624,23019,624-23019,18 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23021,624-23021,21 Inch Drainage Pipe (Class 3),0,LF
624,23022,624-23022,21 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23024,624-23024,24 Inch Drainage Pipe (Class 3),0,LF
624,23025,624-23025,24 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23027,624-23027,27 Inch Drainage Pipe (Class 3),0,LF
624,23028,624-23028,27 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23030,624-23030,30 Inch Drainage Pipe (Class 3),0,LF
624,23031,624-23031,30 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23036,624-23036,36 Inch Drainage Pipe (Class 3),0,LF
624,23037,624-23037,36 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23042,624-23042,42 Inch Drainage Pipe (Class 3),0,LF
624,23043,624-23043,42 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23048,624-23048,48 Inch Drainage Pipe (Class 3),0,LF
624,23049,624-23049,48 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23054,624-23054,54 Inch Drainage Pipe (Class 3),0,LF
624,23055,624-23055,54 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23060,624-23060,60 Inch Drainage Pipe (Class 3),0,LF
624,23061,624-23061,60 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23066,624-23066,66 Inch Drainage Pipe (Class 3),0,LF
624,23067,624-23067,66 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23072,624-23072,72 Inch Drainage Pipe (Class 3),0,LF
624,23073,624-23073,72 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23078,624-23078,78 Inch Drainage Pipe (Class 3),0,LF
624,23079,624-23079,78 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23084,624-23084,84 Inch Drainage Pipe (Class 3),0,LF
624,23085,624-23085,84 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23090,624-23090,90 Inch Drainage Pipe (Class 3),0,LF
624,23091,624-23091,90 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23096,624-23096,96 Inch Drainage Pipe (Class 3),0,LF
624,23097,624-23097,96 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23108,624-23108,108 Inch Drainage Pipe (Class 3),0,LF
624,23109,624-23109,108 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23114,624-23114,114 Inch Drainage Pipe (Class 3),0,LF
624,23115,624-23115,114 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,23120,624-23120,120 Inch Drainage Pipe (Class 3),0,LF
624,23121,624-23121,120 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF
624,24006,624-24006,6 Inch Drainage Pipe (Class 4),0,LF
624,24007,624-24007,6 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24008,624-24008,8 Inch Drainage Pipe (Class 4),0,LF
624,24009,624-24009,8 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24010,624-24010,10 Inch Drainage Pipe (Class 4),0,LF
624,24011,624-24011,10 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24012,624-24012,12 Inch Drainage Pipe (Class 4),0,LF
624,24013,624-24013,12 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24015,624-24015,15 Inch Drainage Pipe (Class 4),0,LF
624,24016,624-24016,15 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24018,624-24018,18 Inch Drainage Pipe (Class 4),0,LF
624,24019,624-24019,18 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24021,624-24021,21 Inch Drainage Pipe (Class 4),0,LF
624,24022,624-24022,21 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24024,624-24024,24 Inch Drainage Pipe (Class 4),0,LF
624,24025,624-24025,24 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24027,624-24027,27 Inch Drainage Pipe (Class 4),0,LF
624,24028,624-24028,27 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24030,624-24030,30 Inch Drainage Pipe (Class 4),0,LF
624,24031,624-24031,30 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24036,624-24036,36 Inch Drainage Pipe (Class 4),0,LF
624,24037,624-24037,36 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24042,624-24042,42 Inch Drainage Pipe (Class 4),0,LF
624,24043,624-24043,42 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24048,624-24048,48 Inch Drainage Pipe (Class 4),0,LF
624,24049,624-24049,48 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24054,624-24054,54 Inch Drainage Pipe (Class 4),0,LF
624,24055,624-24055,54 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24060,624-24060,60 Inch Drainage Pipe (Class 4),0,LF
624,24061,624-24061,60 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24066,624-24066,66 Inch Drainage Pipe (Class 4),0,LF
624,24067,624-24067,66 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24072,624-24072,72 Inch Drainage Pipe (Class 4),0,LF
624,24073,624-24073,72 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24078,624-24078,78 Inch Drainage Pipe (Class 4),0,LF
624,24079,624-24079,78 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24084,624-24084,84 Inch Drainage Pipe (Class 4),0,LF
624,24085,624-24085,84 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24090,624-24090,90 Inch Drainage Pipe (Class 4),0,LF
624,24091,624-24091,90 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24096,624-24096,96 Inch Drainage Pipe (Class 4),0,LF
624,24097,624-24097,96 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24108,624-24108,108 Inch Drainage Pipe (Class 4),0,LF
624,24109,624-24109,108 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24114,624-24114,114 Inch Drainage Pipe (Class 4),0,LF
624,24115,624-24115,114 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,24120,624-24120,120 Inch Drainage Pipe (Class 4),0,LF
624,24121,624-24121,120 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF
624,25006,624-25006,6 Inch Drainage Pipe (Class 5),0,LF
624,25007,624-25007,6 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25008,624-25008,8 Inch Drainage Pipe (Class 5),0,LF
624,25009,624-25009,8 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25010,624-25010,10 Inch Drainage Pipe (Class 5),0,LF
624,25011,624-25011,10 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25012,624-25012,12 Inch Drainage Pipe (Class 5),0,LF
624,25013,624-25013,12 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25015,624-25015,15 Inch Drainage Pipe (Class 5),0,LF
624,25016,624-25016,15 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25018,624-25018,18 Inch Drainage Pipe (Class 5),0,LF
624,25019,624-25019,18 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25021,624-25021,21 Inch Drainage Pipe (Class 5),0,LF
624,25022,624-25022,21 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25024,624-25024,24 Inch Drainage Pipe (Class 5),0,LF
624,25025,624-25025,24 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25027,624-25027,27 Inch Drainage Pipe (Class 5),0,LF
624,25028,624-25028,27 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25030,624-25030,30 Inch Drainage Pipe (Class 5),0,LF
624,25031,624-25031,30 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25036,624-25036,36 Inch Drainage Pipe (Class 5),0,LF
624,25037,624-25037,36 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25042,624-25042,42 Inch Drainage Pipe (Class 5),0,LF
624,25043,624-25043,42 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25048,624-25048,48 Inch Drainage Pipe (Class 5),0,LF
624,25049,624-25049,48 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25054,624-25054,54 Inch Drainage Pipe (Class 5),0,LF
624,25055,624-25055,54 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25060,624-25060,60 Inch Drainage Pipe (Class 5),0,LF
624,25061,624-25061,60 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25066,624-25066,66 Inch Drainage Pipe (Class 5),0,LF
624,25067,624-25067,66 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25072,624-25072,72 Inch Drainage Pipe (Class 5),0,LF
624,25073,624-25073,72 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25078,624-25078,78 Inch Drainage Pipe (Class 5),0,LF
624,25079,624-25079,78 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25084,624-25084,84 Inch Drainage Pipe (Class 5),0,LF
624,25085,624-25085,84 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25090,624-25090,90 Inch Drainage Pipe (Class 5),0,LF
624,25091,624-25091,90 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
